EmployeeID,FullName,Skill,Rating
E0702,Jose Freeman,ProblemSolving,4.5
E0703,Stephanie Walsh,ProblemSolving,5
E0704,Melanie Joseph,ProblemSolving,1.5
E0705,Daniel Kelly,ProblemSolving,1
E0706,Michael Brown,ProblemSolving,3
E0707,James Jenkins,ProblemSolving,2
E0708,Eric Walton,ProblemSolving,3
E0709,Nathan Norton,ProblemSolving,2.5
E0710,Kari Green,ProblemSolving,4
E0711,Anna Graham,ProblemSolving,4
E0712,Derek Owen,ProblemSolving,2.5
E0713,William Costa,ProblemSolving,1.5
E0714,Carol Sawyer,ProblemSolving,3.5
E0715,Nicholas Lee,ProblemSolving,4.5
E0716,Robert Porter,ProblemSolving,1
E0717,James Silva,ProblemSolving,5
E0718,Mario Olson,ProblemSolving,1.5
E0719,Carla Nguyen,ProblemSolving,1.5
E0720,Hayden Long,ProblemSolving,4.5
E0721,James Randolph,ProblemSolving,2
E0722,Michael Lane,ProblemSolving,4.5
E0723,Jessica Gonzalez,ProblemSolving,2.5
E0724,Chad Mccarty,ProblemSolving,2
E0725,Stacy Walker,ProblemSolving,1
E0726,Thomas Harris,ProblemSolving,1.5
E0727,Bridget Sanchez,ProblemSolving,5
E0728,Melissa Medina,ProblemSolving,4
E0729,Jonathan Moyer,ProblemSolving,1.5
E0730,Jonathan Mccarthy,ProblemSolving,3.5
E0731,Nicole Benton,ProblemSolving,4.5
E0732,Kathryn Page,ProblemSolving,2.5
E0733,Jonathan Brown,ProblemSolving,3
E0734,Reginald Adams,ProblemSolving,4.5
E0735,Amber Gutierrez DVM,ProblemSolving,2.5
E0736,Jay Mitchell,ProblemSolving,3.5
E0737,Brittany Brown,ProblemSolving,2.5
E0738,Barbara Mooney,ProblemSolving,1
E0739,Richard Smith,ProblemSolving,5
E0740,Meagan Allen,ProblemSolving,4.5
E0741,Michael Davis,ProblemSolving,3.5
E0742,Cathy Gonzalez,ProblemSolving,5
E0743,Linda Owens,ProblemSolving,2
E0744,Elizabeth Howard,ProblemSolving,5
E0745,Marie Hayes,ProblemSolving,1
E0746,Steven Cruz,ProblemSolving,4.5
E0747,Ryan White,ProblemSolving,3.5
E0748,Kathy Gutierrez,ProblemSolving,4.5
E0749,Tom Sharp,ProblemSolving,1.5
E0750,Sara Phillips,ProblemSolving,5
E0751,James Drake,ProblemSolving,2.5
E0752,Mary Morales,ProblemSolving,4.5
E0753,Jacqueline Thomas,ProblemSolving,3.5
E0754,George Stephenson,ProblemSolving,3
E0755,Thomas Dean,ProblemSolving,2.5
E0756,Brian Williams,ProblemSolving,3.5
E0757,Donald Obrien,ProblemSolving,2
E0758,Peter Vargas,ProblemSolving,2
E0759,Lawrence Hernandez,ProblemSolving,5
E0760,Karen Harrell,ProblemSolving,4.5
E0761,Raymond Cox,ProblemSolving,3
E0762,Steven Perez,ProblemSolving,2
E0763,Michael Vincent,ProblemSolving,3
E0764,Tiffany Smith,ProblemSolving,2.5
E0765,Crystal Diaz,ProblemSolving,4
E0766,Theodore Hill,ProblemSolving,3
E0767,Louis Lin,ProblemSolving,4.5
E0768,Donna Suarez,ProblemSolving,1.5
E0769,Judy Griffith,ProblemSolving,2
E0770,Nicholas Silva,ProblemSolving,2
E0771,Yvonne Moore,ProblemSolving,3.5
E0772,Jillian Harris,ProblemSolving,1.5
E0773,Amanda Harris,ProblemSolving,2
E0774,Suzanne Contreras,ProblemSolving,1
E0775,Billy Hopkins,ProblemSolving,5
E0776,Melinda Garcia,ProblemSolving,2
E0777,Mr. Brian Thomas,ProblemSolving,2.5
E0778,Tyler Walter,ProblemSolving,1
E0779,Andrew Herring,ProblemSolving,2.5
E0780,David Thomas,ProblemSolving,4
E0781,Cody Lopez,ProblemSolving,4.5
E0782,Donna Weber,ProblemSolving,3.5
E0783,Michael Hernandez,ProblemSolving,3
E0784,Andrew Greene,ProblemSolving,1.5
E0785,Belinda Conrad,ProblemSolving,1
E0786,Nina Castillo,ProblemSolving,1
E0787,Gloria Jones,ProblemSolving,4
E0788,Nicholas Taylor,ProblemSolving,4.5
E0789,Erika Simpson,ProblemSolving,1
E0790,Michelle Norton,ProblemSolving,1.5
E0791,David Carter,ProblemSolving,4
E0792,Kyle Burke,ProblemSolving,1
E0793,Patrick Allen,ProblemSolving,2
E0794,Julie Wheeler,ProblemSolving,3
E0795,Amber Jackson,ProblemSolving,3
E0796,Leslie Cervantes,ProblemSolving,4
E0797,Courtney Jackson,ProblemSolving,3.5
E0798,Alan Clark,ProblemSolving,2.5
E0799,Brett Hill,ProblemSolving,5
E0800,April Gamble,ProblemSolving,2
E0801,Kelly Gonzales DVM,ProblemSolving,1.5
E0802,Molly Johnston,ProblemSolving,2
E0803,Jasmine Rivera,ProblemSolving,2.5
E0804,Dan Matthews,ProblemSolving,5
E0805,Shelia Ferguson,ProblemSolving,2.5
E0806,April Valdez,ProblemSolving,3
E0807,Sarah Barnett,ProblemSolving,3
E0808,Pamela Mcclain,ProblemSolving,2.5
E0809,Jon Campbell,ProblemSolving,2
E0810,Andrew Waller,ProblemSolving,4.5
E0811,Erica Fitzgerald,ProblemSolving,3.5
E0812,Michael Smith,ProblemSolving,2.5
E0813,Barbara Miller,ProblemSolving,2
E0814,Christopher Ramsey,ProblemSolving,5
E0815,Makayla Choi,ProblemSolving,1
E0816,Kimberly Williams,ProblemSolving,4
E0817,Wendy Price,ProblemSolving,2
E0818,Timothy Barnes,ProblemSolving,1
E0819,Kelly Neal,ProblemSolving,5
E0820,Todd Pena,ProblemSolving,2
E0821,Brandon Clark,ProblemSolving,2.5
E0822,Colin Olson,ProblemSolving,1.5
E0823,Misty Johnson,ProblemSolving,4
E0824,Robert Brown,ProblemSolving,3
E0825,Luke Morgan,ProblemSolving,3
E0826,Steven Powers,ProblemSolving,1.5
E0827,Mathew Morton,ProblemSolving,3
E0828,Terry Molina,ProblemSolving,1.5
E0829,Matthew Summers,ProblemSolving,4.5
E0830,Tammy Branch,ProblemSolving,1
E0831,Deborah Taylor,ProblemSolving,2
E0832,Jeffrey Merritt,ProblemSolving,3
E0833,Allison James,ProblemSolving,4.5
E0834,William Reed,ProblemSolving,4
E0835,Dennis Montoya,ProblemSolving,4
E0836,Barbara Leach,ProblemSolving,2
E0837,Chris Kidd,ProblemSolving,3.5
E0838,Clifford Escobar,ProblemSolving,1
E0839,Susan Sanford,ProblemSolving,2.5
E0840,John Simon,ProblemSolving,1.5
E0841,Richard Ferrell,ProblemSolving,1
E0842,Jeffrey Macdonald II,ProblemSolving,2
E0843,Jacqueline Hill,ProblemSolving,5
E0844,Kathy Conway,ProblemSolving,5
E0845,Peter Thomas,ProblemSolving,4.5
E0846,Lindsey Shaw,ProblemSolving,4.5
E0847,Kimberly Dixon,ProblemSolving,4
E0848,Victor Gonzalez,ProblemSolving,1.5
E0849,Alexander Johnson,ProblemSolving,2
E0850,George Case,ProblemSolving,4
E0851,Kristine Gregory,ProblemSolving,5
E0852,Darlene Simmons,ProblemSolving,3
E0853,Lisa James,ProblemSolving,1.5
E0854,Ryan Tran,ProblemSolving,2.5
E0855,Joshua Murray MD,ProblemSolving,2
E0856,Christopher Allen,ProblemSolving,2.5
E0857,Brendan Greene,ProblemSolving,5
E0858,Brian Irwin,ProblemSolving,4.5
E0859,Janet Sanchez,ProblemSolving,1.5
E0860,Tony Arroyo,ProblemSolving,5
E0861,Sandra Burns,ProblemSolving,4
E0862,Robert Watson,ProblemSolving,3.5
E0863,Michele Woodward,ProblemSolving,4
E0864,Margaret Caldwell,ProblemSolving,5
E0865,Joy Lewis,ProblemSolving,4
E0866,Melissa Valentine,ProblemSolving,1.5
E0867,Kathryn White,ProblemSolving,4
E0868,Mark Charles,ProblemSolving,3.5
E0869,Adrian Mcintyre,ProblemSolving,3.5
E0870,Patrick Green,ProblemSolving,1
E0871,Timothy Collins,ProblemSolving,4
E0872,Colton Ramos,ProblemSolving,4.5
E0873,Donna Reed,ProblemSolving,3
E0874,Wendy Ortega,ProblemSolving,3.5
E0875,Patrick Alvarado,ProblemSolving,3
E0876,Charles Duncan,ProblemSolving,2.5
E0877,William Johnson,ProblemSolving,4
E0878,Nancy Patton,ProblemSolving,3.5
E0879,Jon Walsh,ProblemSolving,1.5
E0880,Crystal Yoder,ProblemSolving,4
E0881,Dennis Mahoney,ProblemSolving,1.5
E0882,Anthony Solis,ProblemSolving,2.5
E0883,Tyler Miller,ProblemSolving,2.5
E0884,Melissa Rogers,ProblemSolving,4.5
E0885,Brent Leon,ProblemSolving,4.5
E0886,Nathan Howell,ProblemSolving,5
E0887,Dr. Brandon Jones,ProblemSolving,4.5
E0888,Lauren Mayo,ProblemSolving,4
E0889,Trevor Bennett,ProblemSolving,2
E0890,Susan Cox,ProblemSolving,4.5
E0891,Mitchell Davis,ProblemSolving,4
E0892,David Robertson,ProblemSolving,5
E0893,Jeffrey Johnson,ProblemSolving,1
E0894,Lisa Morrison,ProblemSolving,1.5
E0895,Kathryn Johnson,ProblemSolving,3.5
E0896,Shirley Leon,ProblemSolving,3.5
E0897,Christopher Osborne MD,ProblemSolving,3.5
E0898,Andrea Randall,ProblemSolving,2
E0899,Charles Torres,ProblemSolving,4.5
E0900,Diane Huff,ProblemSolving,5
E0901,Arthur Richard,ProblemSolving,4
E0902,Travis Saunders,ProblemSolving,4.5
E0903,Carol Lynch,ProblemSolving,5
E0904,Timothy Herrera,ProblemSolving,4.5
E0905,Jeffrey Johns,ProblemSolving,3
E0906,Amber Estrada,ProblemSolving,1.5
E0907,Trevor Moore,ProblemSolving,1.5
E0908,Tammie Montoya,ProblemSolving,4
E0909,Corey Turner,ProblemSolving,2.5
E0910,Michael Parker PhD,ProblemSolving,4.5
E0911,Lori Yates,ProblemSolving,3
E0912,Andrea Taylor,ProblemSolving,4
E0913,Latoya Hubbard,ProblemSolving,1
E0914,Austin Brown,ProblemSolving,1
E0915,Cesar Davidson,ProblemSolving,2
E0916,Linda Haynes,ProblemSolving,4
E0917,Sydney Francis,ProblemSolving,2.5
E0918,Samuel Russell,ProblemSolving,5
E0919,Tina Guzman,ProblemSolving,2
E0920,Bryan Welch,ProblemSolving,4.5
E0921,Mark Walker,ProblemSolving,4
E0922,Matthew Davis,ProblemSolving,1
E0923,Darren Reeves,ProblemSolving,1
E0924,Karen Walker,ProblemSolving,4
E0925,Nicole Thomas,ProblemSolving,4.5
E0926,Mark Hurley,ProblemSolving,2.5
E0927,Micheal Hughes,ProblemSolving,1
E0928,Mary Smith,ProblemSolving,5
E0929,David Thomas,ProblemSolving,1
E0930,Valerie Johnson,ProblemSolving,4.5
E0931,Amy Oliver,ProblemSolving,1.5
E0932,Mrs. Crystal Parker,ProblemSolving,4.5
E0933,Gerald Chan,ProblemSolving,1.5
E0934,Jason Jones,ProblemSolving,1
E0935,Debra Clarke,ProblemSolving,3
E0936,Andrea Morris,ProblemSolving,4
E0937,John Smith,ProblemSolving,1
E0938,Jessica Horne,ProblemSolving,1
E0939,Ashley James,ProblemSolving,3
E0940,Cheryl Williams,ProblemSolving,2.5
E0941,Paul Lindsey,ProblemSolving,2
E0942,Shannon Davis,ProblemSolving,4.5
E0943,Christopher Francis,ProblemSolving,5
E0944,Roy Davis,ProblemSolving,2.5
E0945,Tricia Green,ProblemSolving,3
E0946,Timothy Russell,ProblemSolving,4.5
E0947,Robert Hart,ProblemSolving,5
E0948,Albert Rangel,ProblemSolving,4.5
E0949,Jason Williams,ProblemSolving,4.5
E0950,Nicole Higgins,ProblemSolving,5
E0951,Brenda Hill,ProblemSolving,2
E0952,George Adams,ProblemSolving,3
E0953,Victoria Chan,ProblemSolving,5
E0954,Tony Gonzales,ProblemSolving,4.5
E0955,Steven Garcia,ProblemSolving,1.5
E0956,Andrew Jenkins,ProblemSolving,2
E0957,Brenda Garcia,ProblemSolving,1
E0958,Zachary Young,ProblemSolving,4
E0959,Teresa Johnson,ProblemSolving,4.5
E0960,Blake Padilla,ProblemSolving,1.5
E0961,Christopher Johnson,ProblemSolving,3.5
E0962,Keith Ramirez,ProblemSolving,2
E0963,Walter Garcia,ProblemSolving,4.5
E0964,Angela Payne,ProblemSolving,3.5
E0965,Nathan Hall,ProblemSolving,4
E0966,Cynthia Stark,ProblemSolving,5
E0967,Carrie Stephens,ProblemSolving,3
E0968,Jordan Powell,ProblemSolving,1
E0969,Erica Wise,ProblemSolving,2
E0970,Mary Fernandez,ProblemSolving,3
E0971,Brandon Robinson,ProblemSolving,3
E0972,Crystal Johnston,ProblemSolving,2.5
E0973,Tanya Price,ProblemSolving,4.5
E0974,Michael Warren,ProblemSolving,4.5
E0975,David Phillips,ProblemSolving,2
E0976,Alexis Simon,ProblemSolving,2
E0977,Frank Carr,ProblemSolving,3
E0978,Charles Chan,ProblemSolving,3.5
E0979,Michael Stevenson,ProblemSolving,3.5
E0980,Justin Johnson,ProblemSolving,1
E0981,Jeremiah Walker,ProblemSolving,4
E0982,Patrick Gonzalez,ProblemSolving,1
E0983,Cathy Gray,ProblemSolving,3
E0984,Melissa Herrera,ProblemSolving,2
E0985,Peter Nichols,ProblemSolving,2.5
E0986,Timothy Jones,ProblemSolving,2.5
E0987,Michael Baker,ProblemSolving,2.5
E0988,Laurie Adams,ProblemSolving,4
E0989,Wendy Castillo,ProblemSolving,4
E0990,Toni Sanchez,ProblemSolving,1.5
E0991,Alan Warren,ProblemSolving,4.5
E0992,Victor Parks,ProblemSolving,5
E0993,Scott Morgan,ProblemSolving,4
E0994,Justin Jones,ProblemSolving,4
E0995,Megan Grant,ProblemSolving,2.5
E0996,Lisa Anderson,ProblemSolving,1
E0997,Tiffany Shaffer,ProblemSolving,5
E0998,Christopher Rodgers,ProblemSolving,1.5
E0999,Adrienne Green,ProblemSolving,3.5
E1000,Ashley Cline,ProblemSolving,3
E1001,Christopher Lopez,ProblemSolving,2
E1002,Terry Moore,ProblemSolving,1.5
E1003,Jessica Smith,ProblemSolving,2
E1004,Angela Collins,ProblemSolving,5
E1005,Lance Johnson,ProblemSolving,2
E1006,Frances Rodriguez,ProblemSolving,3.5
E1007,Elizabeth Ryan,ProblemSolving,4.5
E1008,Chelsea Melton,ProblemSolving,4
E1009,Carla Mercado,ProblemSolving,3
E1010,Rebecca Ayala,ProblemSolving,2.5
E1011,Michael Calderon,ProblemSolving,2.5
E1012,Emily Clayton,ProblemSolving,4.5
E1013,Kimberly Taylor,ProblemSolving,4.5
E1014,Joshua Barnes,ProblemSolving,1
E1015,Alison Jackson,ProblemSolving,1
E1016,Christina Reese,ProblemSolving,2
E1017,Anthony Coleman,ProblemSolving,4.5
E1018,Sarah Ortiz,ProblemSolving,2.5
E1019,Angela Greene,ProblemSolving,4.5
E1020,Patricia Gardner,ProblemSolving,2.5
E1021,Eric Reese,ProblemSolving,4
E1022,Joseph Boyle,ProblemSolving,5
E1023,Cody Tucker,ProblemSolving,4.5
E1024,James Davis,ProblemSolving,2
E1025,Penny Garcia,ProblemSolving,3
E1026,Kevin Evans,ProblemSolving,4
E1027,Christopher Perry,ProblemSolving,2
E1028,Scott Martinez,ProblemSolving,4.5
E1029,Steven Pruitt,ProblemSolving,1
E1030,Anne Lee,ProblemSolving,1.5
E1031,Mitchell Santana,ProblemSolving,3.5
E1032,William Baker,ProblemSolving,1
E1033,Kristen Lewis,ProblemSolving,4.5
E1034,Wanda Butler,ProblemSolving,4.5
E1035,Ashley Thomas,ProblemSolving,2
E1036,Jennifer Rodgers,ProblemSolving,3.5
E1037,Danielle Garcia,ProblemSolving,1.5
E1038,Suzanne Hill,ProblemSolving,2
E1039,Richard Serrano,ProblemSolving,2
E1040,Brian Lutz,ProblemSolving,4.5
E1041,Anthony Smith,ProblemSolving,1
E1042,Joanna Gardner,ProblemSolving,4
E1043,Andrea Owens,ProblemSolving,3.5
E1044,Edward Contreras,ProblemSolving,1.5
E1045,Elizabeth Tran,ProblemSolving,3
E1046,Jeffrey Holmes,ProblemSolving,3
E1047,Jody Woods,ProblemSolving,4.5
E1048,Kimberly Norris,ProblemSolving,2.5
E1049,Andrew Lee,ProblemSolving,4.5
E1050,Rachel Rodriguez,ProblemSolving,1
E1051,Joseph Holt,ProblemSolving,2.5
E1052,Marcus Phillips,ProblemSolving,2
E1053,Matthew Elliott,ProblemSolving,2.5
E1054,Brenda Jackson,ProblemSolving,4
E1055,Nicole Carter,ProblemSolving,4
E1056,Travis Curry,ProblemSolving,3
E1057,Anita Murray,ProblemSolving,5
E1058,Blake Hunter,ProblemSolving,3
E1059,Heather Dawson,ProblemSolving,3.5
E1060,Stephen Mitchell,ProblemSolving,3
E1061,Anna Jones,ProblemSolving,4.5
E1062,Emily Cabrera,ProblemSolving,1.5
E1063,Jessica Johnson,ProblemSolving,1.5
E1064,Daniel Garza,ProblemSolving,3
E1065,David Lyons,ProblemSolving,4
E1066,Justin Anderson,ProblemSolving,1
E1067,Ashley Wilson,ProblemSolving,2.5
E1068,Mikayla Mann,ProblemSolving,1.5
E1069,Steven Jones,ProblemSolving,2
E1070,Kevin Howard,ProblemSolving,5
E1071,Linda Armstrong,ProblemSolving,4.5
E1072,Heather Huff,ProblemSolving,5
E1073,Nicholas Lamb,ProblemSolving,3
E1074,Cody Fleming,ProblemSolving,2.5
E1075,Rachel Glover,ProblemSolving,4.5
E1076,Carl Peters,ProblemSolving,1.5
E1077,Kathleen Pollard,ProblemSolving,1.5
E1078,Taylor Crosby,ProblemSolving,5
E1079,Jane Massey,ProblemSolving,1.5
E1080,Jonathan Greene,ProblemSolving,3
E1081,Darrell James,ProblemSolving,2.5
E1082,Amy Jones,ProblemSolving,1.5
E1083,Matthew Nixon,ProblemSolving,4.5
E1084,Jacob Jones,ProblemSolving,1
E1085,William Pineda,ProblemSolving,4.5
E1086,Lindsay Gonzales,ProblemSolving,1
E1087,Margaret Gonzalez,ProblemSolving,1.5
E1088,Dana Chavez,ProblemSolving,5
E1089,Andrew Roberts,ProblemSolving,4
E1090,John Harris,ProblemSolving,1
E1091,Rachel Barton,ProblemSolving,4
E1092,John Steele,ProblemSolving,3
E1093,Barbara Wright,ProblemSolving,2
E1094,Jeffrey Hardin,ProblemSolving,5
E1095,Lisa Snyder,ProblemSolving,1
E1096,Mark Willis,ProblemSolving,4
E1097,Christina Carter,ProblemSolving,3.5
E1098,Samantha Campbell,ProblemSolving,2
E1099,John Joyce,ProblemSolving,2.5
E1100,Antonio Martinez,ProblemSolving,1
E1101,Carl Rodriguez,ProblemSolving,3
E1102,Patricia Charles,ProblemSolving,3
E1103,Carol Ford,ProblemSolving,5
E1104,Victoria Peters,ProblemSolving,1.5
E1105,Jeremy Jones,ProblemSolving,1
E1106,Robert Carter,ProblemSolving,5
E1107,Christopher Martinez,ProblemSolving,2.5
E1108,Joshua Pacheco,ProblemSolving,3
E1109,Miss Susan Harris,ProblemSolving,2
E1110,Kevin Hicks,ProblemSolving,2
E1111,Bradley Pierce,ProblemSolving,4.5
E1112,Samantha Austin,ProblemSolving,1.5
E1113,Brian Davis,ProblemSolving,2
E1114,Margaret Garcia,ProblemSolving,3
E1115,Nicolas Hendricks,ProblemSolving,4.5
E1116,Alexander Hawkins,ProblemSolving,5
E1117,Charles Clark,ProblemSolving,4
E1118,Brenda Vance,ProblemSolving,2
E1119,Tony Porter,ProblemSolving,2.5
E1120,Charles Price,ProblemSolving,4.5
E1121,Mr. Richard Hanson,ProblemSolving,1.5
E1122,Vincent Robinson,ProblemSolving,4
E1123,David Smith,ProblemSolving,2
E1124,Dawn Perkins,ProblemSolving,5
E1125,Sandra Knight,ProblemSolving,2
E1126,Samantha Conley,ProblemSolving,1
E1127,Alexander Jones,ProblemSolving,2
E1128,Kristy Brown,ProblemSolving,3.5
E1129,David Benton,ProblemSolving,3
E1130,Cassandra Smith,ProblemSolving,3.5
E1131,Mr. Patrick Davis,ProblemSolving,4
E1132,Elizabeth Brooks,ProblemSolving,1.5
E1133,Ann Stevenson,ProblemSolving,2
E1134,David Bradley,ProblemSolving,3.5
E1135,Lance Shaffer,ProblemSolving,3
E1136,Jon Briggs,ProblemSolving,4.5
E1137,Dr. James Frye DVM,ProblemSolving,4
E1138,Michael Harrington,ProblemSolving,2
E1139,Joshua Peterson,ProblemSolving,3.5
E1140,Bradley Jones,ProblemSolving,2
E1141,James Lopez,ProblemSolving,3
E1142,Crystal Reyes,ProblemSolving,5
E1143,Jessica Davis,ProblemSolving,2.5
E1144,Richard Gonzalez,ProblemSolving,4
E1145,Danielle Smith,ProblemSolving,2
E1146,Barbara George,ProblemSolving,1.5
E1147,Ashlee Pierce,ProblemSolving,1.5
E1148,Thomas Hunt,ProblemSolving,4
E1149,Alicia Cain,ProblemSolving,1.5
E1150,Michael Carrillo,ProblemSolving,1.5
E1151,Sharon Williams,ProblemSolving,1
E1152,Christian White,ProblemSolving,4.5
E1153,Thomas Thornton,ProblemSolving,4
E1154,Morgan Ray,ProblemSolving,1.5
E1155,Ms. Robyn Sellers MD,ProblemSolving,2.5
E1156,Evelyn Bates,ProblemSolving,1.5
E1157,James Cooper,ProblemSolving,3
E1158,Mandy Klein,ProblemSolving,1
E1159,Sue Lucero,ProblemSolving,2
E1160,Margaret Morton,ProblemSolving,4
E1161,Stefanie Simmons,ProblemSolving,3
E1162,Julie Snow,ProblemSolving,1.5
E1163,Lori Stone,ProblemSolving,2
E1164,Virginia Gray,ProblemSolving,3
E1165,Alison Roberts,ProblemSolving,4
E1166,Melanie Sullivan,ProblemSolving,3
E1167,Brandy Logan,ProblemSolving,2.5
E1168,Norma Acevedo,ProblemSolving,2
E1169,Jordan Marquez,ProblemSolving,3
E1170,Abigail James,ProblemSolving,3.5
E1171,Brad White DVM,ProblemSolving,5
E1172,Charles Dunlap,ProblemSolving,2
E1173,Mark Jacobs,ProblemSolving,5
E1174,Heather Warner,ProblemSolving,3.5
E1175,Yolanda Henry,ProblemSolving,2.5
E1176,Rebecca Conrad,ProblemSolving,4.5
E1177,George Luna,ProblemSolving,1
E1178,Madison Ortiz,ProblemSolving,1.5
E1179,Timothy Thornton,ProblemSolving,4.5
E1180,Kristen Henry,ProblemSolving,4.5
E1181,Elijah Murphy,ProblemSolving,1.5
E1182,Pamela Jones,ProblemSolving,4.5
E1183,Eddie Franklin,ProblemSolving,4.5
E1184,Ashley Garner,ProblemSolving,1
E1185,Nicholas Simpson,ProblemSolving,2
E1186,Julia Silva,ProblemSolving,5
E1187,Melissa Chavez,ProblemSolving,1.5
E1188,Preston Ramirez,ProblemSolving,4
E1189,Rachel Fox,ProblemSolving,3.5
E1190,William Atkins,ProblemSolving,2
E1191,Angela Crawford,ProblemSolving,3.5
E1192,Ian Hubbard,ProblemSolving,3.5
E1193,Craig Townsend,ProblemSolving,2.5
E1194,Nathan Gutierrez,ProblemSolving,2.5
E1195,Benjamin Wise,ProblemSolving,3.5
E1196,Kristopher Harris,ProblemSolving,3.5
E1197,Melissa Walsh,ProblemSolving,4
E1198,Donald Peterson,ProblemSolving,1
E1199,Rachel Jones,ProblemSolving,2.5
E1200,Ashley Johnson,ProblemSolving,2.5
E1201,Christopher Robinson DVM,ProblemSolving,4
E1202,Katelyn Stokes,ProblemSolving,1
E1203,Christina Rodriguez,ProblemSolving,3
E1204,Kaitlyn Nelson,ProblemSolving,3.5
E1205,Renee Norton,ProblemSolving,3.5
E1206,Charles Garcia,ProblemSolving,4.5
E1207,Tracy Gonzalez,ProblemSolving,1.5
E1208,Jared Larsen,ProblemSolving,3
E1209,Maria Richardson,ProblemSolving,4.5
E1210,Jeffrey Matthews,ProblemSolving,4.5
E1211,Joann Browning,ProblemSolving,3.5
E1212,Heather Shaw,ProblemSolving,3.5
E1213,Tina Small,ProblemSolving,3
E1214,Mrs. Janet Kim,ProblemSolving,1
E1215,Angel Miller,ProblemSolving,5
E1216,Jill Grimes,ProblemSolving,2
E1217,Bob Dudley,ProblemSolving,4
E1218,Kristin Barnes,ProblemSolving,1.5
E1219,Anna Campbell,ProblemSolving,3.5
E1220,Ian Oneill,ProblemSolving,4
E1221,Todd Garcia,ProblemSolving,1
E1222,Susan Manning,ProblemSolving,3.5
E1223,Justin Fuller,ProblemSolving,3
E1224,Dominique Frank,ProblemSolving,3
E1225,Olivia Hess,ProblemSolving,2.5
E1226,Ronald Smith,ProblemSolving,1.5
E1227,Julie West,ProblemSolving,3
E1228,Jason Fernandez,ProblemSolving,1.5
E1229,Wanda Shaw,ProblemSolving,4
E1230,Charles Young,ProblemSolving,2.5
E1231,Megan Bird,ProblemSolving,2
E1232,Mr. James Meyers,ProblemSolving,5
E1233,Scott Lucero,ProblemSolving,4.5
E1234,Ricky Garcia,ProblemSolving,3.5
E1235,Benjamin Mcknight,ProblemSolving,3
E1236,Taylor Smith,ProblemSolving,3
E1237,Claire Mccoy,ProblemSolving,4.5
E1238,Dr. Christopher Webb,ProblemSolving,3.5
E1239,Anthony Osborne,ProblemSolving,4.5
E1240,Sue Watson,ProblemSolving,4.5
E1241,Joshua Long,ProblemSolving,4.5
E1242,Mrs. Janice Sanchez,ProblemSolving,4
E1243,David Landry,ProblemSolving,4
E1244,Courtney Sandoval,ProblemSolving,4.5
E1245,Brian Johnson,ProblemSolving,5
E1246,Erica Hooper,ProblemSolving,4
E1247,Theresa Hayes,ProblemSolving,5
E1248,Raymond Lynch,ProblemSolving,5
E1249,Robert Anderson,ProblemSolving,4
E1250,Noah Johnston,ProblemSolving,1
E1251,Kim Mayer,ProblemSolving,3.5
E1252,Michael Cox,ProblemSolving,5
E1253,Nicholas Johnson,ProblemSolving,4.5
E1254,Tracy Walker,ProblemSolving,2
E1255,Sara Quinn,ProblemSolving,4
E1256,Robert Shaw,ProblemSolving,1.5
E1257,Michelle King,ProblemSolving,2.5
E1258,Mary Proctor,ProblemSolving,5
E1259,Jennifer Lawson,ProblemSolving,3
E1260,David Griffin,ProblemSolving,3
E1261,Benjamin Pope,ProblemSolving,2.5
E1262,Sarah Gilbert,ProblemSolving,4
E1263,Teresa Richardson,ProblemSolving,5
E1264,Yvette Hall,ProblemSolving,2
E1265,Lauren Williams,ProblemSolving,3
E1266,Thomas Edwards,ProblemSolving,5
E1267,Jordan Nguyen,ProblemSolving,3.5
E1268,Valerie Miller,ProblemSolving,4.5
E1269,Christopher Gibson,ProblemSolving,5
E1270,Laura Casey,ProblemSolving,4.5
E1271,Ebony Black,ProblemSolving,4
E1272,Daisy Clark,ProblemSolving,1
E1273,Briana Hall,ProblemSolving,2
E1274,Leslie Casey,ProblemSolving,3
E1275,Christian Dunn,ProblemSolving,1
E1276,Marie Daniels,ProblemSolving,4.5
E1277,Jessica Smith,ProblemSolving,1.5
E1278,Roberto Cook,ProblemSolving,1
E1279,Daniel Patrick,ProblemSolving,1
E1280,Kathryn Mccarty,ProblemSolving,3
E1281,Andrea Diaz,ProblemSolving,4
E1282,William Shah,ProblemSolving,2
E1283,Crystal Harrell,ProblemSolving,4
E1284,Bruce Hansen,ProblemSolving,4
E1285,Valerie Nelson,ProblemSolving,2.5
E1286,Anita Howard,ProblemSolving,2.5
E1287,Mr. Daniel Riley,ProblemSolving,3.5
E1288,Jerry Miles,ProblemSolving,4
E1289,Gregory Flores,ProblemSolving,2.5
E1290,Pamela Berry,ProblemSolving,2.5
E1291,Alexis Mercer,ProblemSolving,2
E1292,Chelsea Reed,ProblemSolving,5
E1293,Jessica Carey,ProblemSolving,2
E1294,Alexis Moore,ProblemSolving,4
E1295,Gary Lawson,ProblemSolving,2
E1296,Larry Lambert,ProblemSolving,2
E1297,Allison Davenport,ProblemSolving,4.5
E1298,Joseph Johnson,ProblemSolving,3.5
E1299,Richard Hill,ProblemSolving,4.5
E1300,Cheryl Salazar,ProblemSolving,4
E1301,Harold Berry,ProblemSolving,3.5
E1302,Jessica Church,ProblemSolving,3
E1303,Melissa Owens,ProblemSolving,4
